Country,Total Standard + Article 10c (Installations),Total Standard + Article 10c (Aircraft Operators),Total Standard + Article 10c (all),Expected value,Phase,Cypher query B,Cypher query C
Estonia,26057422,133216,26190638,29725397,3,MATCH (c:COUNTRY)<-[:INSTALLATION_COUNTRY]-(i:INSTALLATION)-[r:ALLOWANCES_IN_ALLOCATION]-(p:PERIOD) WHERE c.name = 'Estonia' AND (r.type = 'Standard' OR r.type = 'article10c') AND toInt(p.name) >= 2013 AND toInt(p.name) <= 2020 RETURN sum(r.value),MATCH (c:COUNTRY)<-[:AIRCRAFT_OPERATOR_COUNTRY]-(ao:AIRCRAFT_OPERATOR)-[r:ALLOWANCES_IN_ALLOCATION]-(p:PERIOD) WHERE c.name = 'Estonia' AND (r.type = 'Standard' OR r.type = 'article10c') AND toInt(p.name) >= 2013 AND toInt(p.name) <= 2020 RETURN sum(r.value)
